list-dl-m,12,32,1,1152,4126195,3581
list-i-m,32,2,1,192,4167937,21708
list-i-m,32,4,1,384,4285517,11160
list-i-m,32,8,1,768,4221341,5496
list-i-m,32,16,1,1536,3692677,2404
list-i-m,32,32,1,3072,6665172,2169
list-d-m,32,2,1,192,4719156,24578
list-d-m,32,4,1,384,4748218,12365
list-d-m,32,8,1,768,4512381,5875
list-d-m,32,16,1,1536,4364956,2841
list-d-m,32,32,1,3072,4365456,1421
list-id-m,32,2,1,192,4059092,21141
list-id-m,32,4,1,384,2652808,6908
list-id-m,32,8,1,768,4073224,5303
list-id-m,32,16,1,1536,4144545,2698
list-id-m,32,32,1,3072,7291731,2373
list-il-m,32,2,1,192,4381694,22821
list-il-m,32,4,1,384,2752152,7167
list-il-m,32,8,1,768,4339692,5650
list-il-m,32,16,1,1536,4509219,2935
list-il-m,32,32,1,3072,11505629,3745
list-dl-m,32,2,1,192,3202747,16680
list-dl-m,32,4,1,384,3323046,8653
list-dl-m,32,8,1,768,3537450,4606
list-dl-m,32,16,1,1536,4644486,3023
list-dl-m,32,32,1,3072,7585832,2469
list-i-s,12,2,1,72,2548436,35394
list-i-s,12,4,1,144,1364947,9478
list-i-s,12,8,1,288,1761750,6117
list-i-s,12,16,1,576,2735246,4748
list-i-s,12,32,1,1152,3336440,2896
list-d-s,12,2,1,72,2371307,32934
list-d-s,12,4,1,144,1587117,11021
list-d-s,12,8,1,288,2621640,9102
list-d-s,12,16,1,576,1897136,3293
list-d-s,12,32,1,1152,1840793,1597
list-id-s,12,2,1,72,2687840,37331
list-id-s,12,4,1,144,1598373,11099
list-id-s,12,8,1,288,1801200,6254
list-id-s,12,16,1,576,2537460,4405
list-id-s,12,32,1,1152,3515449,3051
list-il-s,12,2,1,72,3045526,42298
list-il-s,12,4,1,144,2787297,19356
list-il-s,12,8,1,288,5781344,20074
list-il-s,12,16,1,576,4453507,7731
list-il-s,12,32,1,1152,5698241,4946
list-dl-s,12,2,1,72,2748661,38175
list-dl-s,12,4,1,144,2351227,16327
list-dl-s,12,8,1,288,2340631,8127
list-dl-s,12,16,1,576,3188985,5536
list-dl-s,12,32,1,1152,4071938,3534
list-i-s,32,2,1,192,4510320,23491
list-i-s,32,4,1,384,7725027,20117
list-i-s,32,8,1,768,4461878,5809
list-i-s,32,16,1,1536,4103283,2671
list-i-s,32,32,1,3072,10236864,3332
list-d-s,32,2,1,192,2974149,15490
list-d-s,32,4,1,384,5593513,14566
list-d-s,32,8,1,768,3160275,4114
list-d-s,32,16,1,1536,4883043,3179
list-d-s,32,32,1,3072,6352751,2067
list-id-s,32,2,1,192,4467826,23269
list-id-s,32,4,1,384,2163661,5634
list-id-s,32,8,1,768,2217674,2887
list-id-s,32,16,1,1536,3866730,2517
list-id-s,32,32,1,3072,10621440,3457
list-il-s,32,2,1,192,3859445,20101
list-il-s,32,4,1,384,4436915,11554
list-il-s,32,8,1,768,4761144,6199
list-il-s,32,16,1,1536,5057377,3292
list-il-s,32,32,1,3072,48378913,15748
list-dl-s,32,2,1,192,3546742,18472
list-dl-s,32,4,1,384,4649741,12108
list-dl-s,32,8,1,768,4242053,5523
list-dl-s,32,16,1,1536,4389264,2857
list-dl-s,32,32,1,3072,12827277,4175
list-none-none,1,1000,1,3000,9522768,3174
list-none-m,1,1000,1,3000,9219142,3073
list-none-m,2,1000,1,6000,18230826,3038
list-none-m,4,1000,1,12000,33714675,2809
list-none-m,8,1000,1,24000,74719196,3113
list-none-m,12,1000,1,36000,102223709,2839
list-none-m,16,1000,1,48000,139428651,2904
list-none-m,24,1000,1,72000,203423415,2825
list-none-s,1,1000,1,3000,7930064,2643
list-none-s,2,1000,1,6000,14783072,2463
list-none-s,4,1000,1,12000,50515602,4209
list-none-s,8,1000,1,24000,172147013,7172
list-none-s,12,1000,1,36000,314434600,8734
list-none-s,16,1000,1,48000,437314604,9110
list-none-s,24,1000,1,72000,979247033,13600
list-none-m,1,1000,1,3000,5542195,1847,1778
list-none-m,2,1000,1,6000,11004331,1834,1796
list-none-m,4,1000,1,12000,22453821,1871,1845
list-none-m,8,1000,1,24000,43909456,1829,1792
list-none-m,16,1000,1,48000,87988050,1833,1812
list-none-m,24,1000,1,72000,129616224,1800,1780
