list-none-none,1,10,1,30,205927,6864
list-none-none,1,100,1,300,322208,1074
list-none-none,1,1000,1,3000,9328191,3109
list-none-none,1,10000,1,30000,680497279,22683
list-none-none,1,20000,1,60000,775161974,12919
list-none-none,2,10,1,60,181452,3024
list-none-none,2,100,1,600,551002,918
list-i-none,2,2,1,12,217098,18091
list-i-none,2,8,1,48,209020,4354
list-i-none,2,32,1,192,530493,2762
list-d-none,2,2,1,12,226579,18881
list-d-none,2,4,1,24,203220,8467
list-id-none,2,2,1,12,239257,19938
list-id-none,2,4,1,24,164228,6842
list-id-none,2,16,1,96,607461,6327
list-il-none,2,2,1,12,190250,15854
list-il-none,2,4,1,24,155619,6484
list-il-none,2,32,1,192,808686,4211
list-dl-none,2,2,1,12,509301,42441
list-il-none,4,2,1,24,676532,28188
list-dl-none,8,16,1,384,2177356,5670
list-i-m,12,2,1,72,2319599,32216
list-i-m,12,4,1,144,1856873,12894
list-i-m,12,8,1,288,2376012,8250
list-i-m,12,16,1,576,2440926,4237
list-i-m,12,32,1,1152,3427164,2974
list-d-m,12,2,1,72,2208760,30677
list-d-m,12,4,1,144,1598328,11099
list-d-m,12,8,1,288,2301984,7993
list-d-m,12,16,1,576,2763184,4797
list-d-m,12,32,1,1152,1576486,1368
list-id-m,12,2,1,72,2455046,34097
list-id-m,12,4,1,144,1754723,12185
list-id-m,12,8,1,288,2445948,8492
list-id-m,12,16,1,576,3267740,5673
list-id-m,12,32,1,1152,3519534,3055
list-il-m,12,2,1,72,2648027,36778
list-il-m,12,4,1,144,1863014,12937
list-il-m,12,8,1,288,1924785,6683
list-il-m,12,16,1,576,2082660,3615
list-il-m,12,32,1,1152,5020461,4358
list-dl-m,12,2,1,72,1888008,26222
list-dl-m,12,4,1,144,2678743,18602
list-dl-m,12,8,1,288,1991930,6916
list-dl-m,12,16,1,576,3275176,5686
list-dl-m,12,32,1,1152,3783160,3283
list-i-m,32,2,1,192,4207965,21916
list-i-m,32,4,1,384,3983636,10374
list-i-m,32,8,1,768,4186514,5451
list-i-m,32,16,1,1536,4454798,2900
list-i-m,32,32,1,3072,6252550,2035
list-d-m,32,2,1,192,1914882,9973
list-d-m,32,4,1,384,3719578,9686
list-d-m,32,8,1,768,4063404,5290
list-d-m,32,16,1,1536,3250531,2116
list-d-m,32,32,1,3072,4067755,1324
list-id-m,32,2,1,192,2902405,15116
list-id-m,32,4,1,384,3600129,9375
list-id-m,32,8,1,768,3768300,4906
list-id-m,32,16,1,1536,5415176,3525
list-id-m,32,32,1,3072,7217163,2349
list-il-m,32,2,1,192,3929503,20466
list-il-m,32,4,1,384,4428413,11532
list-il-m,32,8,1,768,4035621,5254
list-il-m,32,16,1,1536,4670698,3040
list-il-m,32,32,1,3072,11397713,3710
list-dl-m,32,2,1,192,4416032,23000
list-dl-m,32,4,1,384,4083121,10633
list-dl-m,32,8,1,768,2819670,3671
list-dl-m,32,16,1,1536,4223900,2749
list-dl-m,32,32,1,3072,7693094,2504
list-i-s,12,2,1,72,1763840,24497
list-i-s,12,4,1,144,2648005,18388
list-i-s,12,8,1,288,2349240,8157
